Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0302;DIEGO                                             ;99.304;SONIA MARIA DA SILVA RODEIRO ME         ;JARDIM DAS ROSEIRAS;099;A;BAR E MERCEARIA RS  ;QUI/                        ;Semanal   ;24/04/2025;24/04/2025;03/10/2024;026368468000127;462036698118      ;010;MINIMERCADO    ;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   POLICARPO RAMIRO COLETTI      132   ;MONTE APRAZIVEL               ;15;AS (1-4)                                
05;0302;DIEGO                                             ;84.213;48.881.215 VALMIR APARECIDO GONCALVES JU;PARQUE DAS FLORES  ;001;A;JN BEBIDAS          ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;14/03/2025;048881215000195;451200710113      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE HELENA ASSOL             707   ;MIRASSOL                      ;21;SUB                                     
05;0302;DIEGO                                             ; 1.677;JOSE DELFINO DE SOUZA FILHO             ;VILA MOREIRA       ;099;A;MERCADO SAO JOSE    ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;062184114000196;451021392110      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   MADI FERES MADI               29-80 ;MIRASSOL                      ;15;AS (1-4)                                
05;0302;DIEGO                                             ; 2.256;SUPERMERCADO PEDROSO DE MIRASSOL LTDA   ;SANTA CASA         ;099;A;PEDROSO MIRASSOL    ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;010704072000173;451118457110      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   CLAUDIO GOMES                 2555  ;MIRASSOL                      ;15;AS (1-4)                                
05;0302;DIEGO                                             ; 3.364;AUTO POSTO MIRAMAX LTDA                 ;CENTRO             ;099;A;POSTO MIRAMAX       ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;010943250000119;451091196114      ;098;LOJA DE CONVENI;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   OSWALDO CRUZ                  2156  ;MIRASSOL                      ;15;AS (1-4)                                
05;0302;DIEGO                                             ; 4.801;MATEUS A ANDRADE MERCEARIA              ;SAO BERNARDO       ;099;A;MERC ANDRADE        ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;011787592000150;451122533111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   MATHEUS LEITE DE ABREU        2797  ;MIRASSOL                      ;18;TRAD                                    
05;0302;DIEGO                                             ; 7.215;MIRAPETROM COMERCIO DE COMBUSTIVEIS LTDA;JD.RENASCENCA      ;099;A;AUTO POSTO PETROM   ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;020337871000102;451059850114      ;110;POSTOS DE GASOL;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;ROD ANTONIO VISOTO                749   ;MIRASSOL                      ;14;Lj. Conveniência                        
05;0302;DIEGO                                             ;13.325;NATAL JESUS MARQUES                     ;SAO BERNARDO       ;099;A;CASA NATAL          ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;000286343000164;451093454118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  MATHEUS LEITE ABREU           2710  ;MIRASSOL                      ;20;Rota                                    
05;0302;DIEGO                                             ;15.593;MERCEARIA MAX-TREVO LTDA                ;CENTRO             ;099;A;SUP TREVO           ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;004669130000172;393053316115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RUI BARBOSA                   515   ;JACI                          ;18;TRAD                                    
05;0302;DIEGO                                             ;25.532;MARCIA P. G. PEREIRA                    ;CENTRO             ;099;A;MERCEARIA BOIZINHO  ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;004685064000124;393053325116      ;021;SUPERMERCADO ME;028;4 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTA ISABEL                  505   ;JACI                          ;15;AS (1-4)                                
05;0302;DIEGO                                             ;30.540;GENNY TEIXEIRA MADURO                   ;VILA MOREIRA       ;099;A;MOREIRA SUPERMERCADO;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;029580642000199;451087979110      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   ABRAAO THOME                  2845  ;MIRASSOL                      ;15;AS (1-4)                                
05;0302;DIEGO                                             ;30.925;MARIA SUFIA DE LIMA PEREIRA             ;BAIRRO : JD RENASCE;099;A;MERCEARIA MIGUEL    ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;033248885000100;451129004119      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  ANTONIO BRANDAO JUNIOR        1513  ;MIRASSOL                      ;15;AS (1-4)                                
05;0302;DIEGO                                             ;32.543;AUTO POSTO VALE DO SOL MIRASSOL LTDA    ;JD.RENASCENCA      ;099;A;VALE DO SOL MIRASSOL;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;035395412000152;451134666111      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  LIONS CLUBE                   686   ;MIRASSOL                      ;14;Lj. Conveniência                        
05;0302;DIEGO                                             ;32.842;SUPERMERCADO PEDROSO DE MIRASSOL LTDA   ;RESIDENCIAL IPE    ;099;A;PEDROSO JACI        ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;010704072000254;393019614113      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  JAIME GORGATO                 125   ;JACI                          ;15;AS (1-4)                                
05;0302;DIEGO                                             ;34.129;40.403.403 JAQUELINI MARTINS MOTA       ;ELVIO CANEIRA      ;099;A;EMPORIO MOTA        ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;040403403000104;393019075111      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DES MANOEL C D FIGUEIREDO FERR1135  ;JACI                          ;21;SUB                                     
05;0302;DIEGO                                             ;83.440;THIAGO HENRIQUE TREVIZAN                ;PARQUE DAS FLORES  ;099;A;MERCEARIA VITORIA   ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;025317571000185;451076150111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   LUIS BASSAN                   254   ;MIRASSOL                      ;18;TRAD                                    
05;0302;DIEGO                                             ;98.699;J e M NEVENSE SUPERMERCADO LTDA         ;CENTRO             ;099;A;J  M SUPERMERCADO   ;SEX/                        ;Semanal   ;25/04/2025;25/04/2025;04/10/2024;029773188000192;473016319115      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RUI BARBOSA                   43    ;NEVES PAULISTA                ;15;AS (1-4)                                
05;0302;DIEGO                                             ; 6.000;IRENE PEDRO MINI MERCADO                ;PARQUE DAS AROEIRAS;099;A;MINI MERC OLIVEIRA  ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;016742457000101;647624033116      ;010;MINIMERCADO    ;008;7 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   ARGERIO ORLANDI               320   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0302;DIEGO                                             ;26.504;DANIELLA DE CARVALHO MARTINS MINIMERCADO;JARDIM RESIDENCIAL ;099;A;MINI MERCADO ZUCATO ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;005590193000100;647423863110      ;010;MINIMERCADO    ;030;2 DIAS BOLETO S/;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  FORTUNATO ERNESTO VETORASSO   1775  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0302;DIEGO                                             ;26.818;ELIAS RODRIGUES DA COSTA RIO PRETO      ;PARQUE DAS AROEIRAS;099;A;MINIMERC AROEIRA    ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;004475669000190;647391492119      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   ERNANI VOLPE                  368   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0302;DIEGO                                             ;29.132;MERCEARIA MOREIRA RIO PRETO LTDA        ;RESIDENCIAL JARDIM ;099;A;MERCEARIA ANTONIETA ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;026762003000156;647856148115      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   LUZIA CERAZI WAITEMAN         2446  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0302;DIEGO                                             ;29.307;J. A. BRUNOZI e CIA LTDA                ;PARQUE RESIDENCIAL ;099;A;SUPERMERCADO NONINHO;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;028078428000176;647889222110      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   LAURA BUENO RAMOS             43    ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0302;DIEGO                                             ;31.195;E. C. CABRAL SUPERMERCADO LTDA          ;RESIDENCIAL NATO VE;099;A;SUP CABRAL VETORASSO;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;034442362000154;124047504113      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  COMENDADOR ARNALDO LUIZ MARTIN311   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0302;DIEGO                                             ;55.227;CHAPADI - CONVENIENCIA LTDA             ;JARDIM NOVO AEROPOR;099;A;CONVENIENCIA CHAPADI;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;005107638000140;647409071118      ;110;POSTOS DE GASOL;028;4 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  FELICIANO SALLES CUNHA        1050  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0302;DIEGO                                             ;83.476;MERCEARIA E SERV FESTA CORDEIRO LTDA    ;RESIDENCIAL PALESTR;099;A;MERCEARIA PALESTRA  ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;053591248000130;132888416114      ;065;ARMAZEM/MERCEAR;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  OCTACILIO ALVES DE ALMEIDA    1327  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0302;DIEGO                                             ;83.685;50.205.711 MAGNA FERNANDES DO NASCIMENTO;ELDORADO           ;099;A;MERCEARIA MAGNA     ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;050205711000170;124439110110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   VALENTIM GENTIL               3470  ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0302;DIEGO                                             ;99.876;MERCADO GABRIELA RIO PRETO LTDA         ;RESIDENCIAL GABRIEL;099;A;MERCADO GABRIELA    ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;025091690000162;647825224119      ;021;SUPERMERCADO ME;005;2 DIA BOLETO CAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   PROFESSORA AURELIANA FERRARI  141   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 3.942;SUPERMERCADO NASCIMENTO LTDA            ;CENTRO             ;099;A;SUP NASCIMENTO III  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;060696945000383;323068582110      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  ABRAHAO JOSE DE LIMA          798   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 5.973;AUTO POSTO VISTA ALEGRE RIO PRETO LTDA  ;JARDIM YOLANDA     ;099;A;POSTO VISTA ALEGRE  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;016616687000124;647620960112      ;110;POSTOS DE GASOL;029;15 DIAS BOLETO S;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  GERASSINA TAVARES             1000  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ; 6.221;SUPERMERCADO NASCIMENTO LTDA II         ;RESID BEM BRASIL   ;099;A;SUP NASCIMENTO IV   ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;060696945000464;323013671119      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  RUBENS MELAZI                 170   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 7.077;LAGOS ALIMENTOS E CONVENIENCIA LTDA     ;JARDIM YOLANDA     ;099;A;LAGOS CONVENIENCIA  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;021432031000191;647738127112      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  GERASSINA TAVARES             780   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;26.785;SUPERMERCADO NASCIMENTO LTDA            ;JD SAO JOSE        ;099;A;SUP NASCIMENTO II   ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;060696945000200;323058772119      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   DAS PRIMAVERAS                279   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;31.898;SUPERMERCADO NASCIMENTO LTDA            ;RESIDENCIAL LEONOR ;099;A;SUP NASCIMENTO V    ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;15/05/2023;060696945000545;323037491117      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE HERACLITO PEREIRA        300   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;32.975;EMPORIO CONDOMINIO GARDEN VILLAGE LTDA  ;TERRA NOVA GARDEN V;099;A;EMP COND GARDEN     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;043871455000195;124273610111      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  BELVEDERE                     1005  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;60.434;COMERCIAL GUAPIACU LTDA                 ;CENTRO             ;099;A;MAGAZINE SUP        ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;045093754000171;323000542117      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  ABRAHAO JOSE DE LIMA          325   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;60.687;DESTASSI e CIA LTDA                     ;JARDIM MUNICIPAL   ;099;A;MERC DESTASSI       ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;001865685000100;323000923113      ;021;SUPERMERCADO ME;022;11 DIAS BOLETO R;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AV  ROZO GARCIA FERNANDES         542   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;60.786;SUPERMERCADO NASCIMENTO LTDA            ;CENTRO             ;099;A;SUP NASCIMENTO      ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;07/09/2020;060696945000111;323002085111      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   DAS PALMEIRAS                 478   ;GUAPIACU                      ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;61.171;JOSE GONCALES MERCEARIA ME              ;CONJUNTO HABITACION;099;A;MINI MERC BICO DOCE ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;003766439000118;647283430111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ONOFRE GOMES DE CARVALHO      168   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0303;PEDRO R                                           ;63.477;SUPERMERCADO SAO DEOCLECIANO LTDA       ;CONJUNTO HABITACION;099;A;SUP SAO DEOCLECIANO ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;003271462000131;647309244118      ;010;MINIMERCADO    ;013;19 DIAS BOLETO R;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   COLOMBA MASSON SUMARIVA       110   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;83.468;MACHADO MERCADO LTDA                    ;CONJUNTO HABITACION;099;A;MERCADO MACHADO     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;052872855000106;132364870110      ;010;MINIMERCADO    ;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;EST BENEDITO SUFREDINI            835   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;99.197;SHENIA ROSANA LUIZ 22024064841          ;EST. MONTE CASTELO ;099;A;MERCEARIA NUNES     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;025376643000165;323022652114      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   PROJETADA E                   122   ;GUAPIACU                      ;18;TRAD                                    
05;0303;PEDRO R                                           ; 6.883;FERNANDO CINTRA SANCHES LTDA            ;VILA ANCHIETA      ;001;A;J J JOSINA          ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;25/02/2025;021690715000193;647744544114      ;010;MINIMERCADO    ;013;19 DIAS BOLETO R;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSINA TEIXEIRA DE CARVALHO   811   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;27.916;AUTO POSTO PRIMAVERA MURCHID LTDA       ;JARDIM SANTA MARIA ;001;A;AUTO POSTO PRIMAVERA;TER/                        ;Quinzenal ;22/04/2025;22/04/2025;05/11/2024;007356133000144;647291318110      ;098;LOJA DE CONVENI;008;7 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  MURCHID HOMSI                 1865  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;29.753;FERNANDO CINTRA SANCHES LTDA            ;JARDIM ANTUNES     ;001;A;J J ANTUNES         ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;25/02/2025;021690715000274;647917699114      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ZAHIA LEIME HOMSI             600   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;30.534;FERNANDO CINTRA SANCHES LTDA            ;ELDORADO           ;001;A;J J ELDORADO        ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;25/02/2025;021690715000355;647975787119      ;021;SUPERMERCADO ME;013;19 DIAS BOLETO R;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;R   APARECIDA DO TABOADO          2550  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;98.603;DJALMA CATARINO LIMA                    ;CONJUNTO HABITACION;001;A;SUP CRISTO REI      ;TER/                        ;Quinzenal ;29/04/2025;29/04/2025;15/10/2024;037868142000185;124143503112      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ELENA OLGA MARIA ANDREOLI RALL75    ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 1.210;CATRICALA e CIA LTDA - EM RECUPERACaO JU;JARDIM SORAIA      ;099;A;SUP LARANJAO LOJA 6 ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;043235985000651;647230833119      ;032;SUPERMERCADO GR;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOAO BASSITT                  600   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ; 2.941;A Z e Z PADARIA LTDA                    ;VILA DINIZ         ;099;A;BR MANIA BR MIX     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;002289146000124;647286713119      ;110;POSTOS DE GASOL;008;7 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  MURCHID HOMSI                 1086  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ; 5.229;BRAZILIAN GOURMET RESTAURANTE LTDA      ;JARDIM PRIMAVERA   ;099;A;BRAZILIAN GOURMET   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;013914904000174;647352691113      ;110;POSTOS DE GASOL;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  FRANCISCO PRESTES MAIA        1564  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ; 5.239;MERCADO ROMANO MARTINS LTDA             ;PARQUE RESIDENCIAL ;099;A;MERC ROMANO MARTINS ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;014847338000198;647593402117      ;010;MINIMERCADO    ;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOUTOR FRANCISCO SIZENANDO JUN276   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;12.614;AUTO POSTO MEDIANI PIRES LTDA.          ;VILA DINIZ         ;099;A;HIPOCAMPU           ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;07/11/2023;002888588000197;647300362118      ;098;LOJA DE CONVENI;020;30 DIAS BOLETO S;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  MURCHID HOMSI                 1602  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;12.705;JOSE FERNANDES MARTINES RIO PRETO       ;CONJUNTO HABITACION;099;A;LIG FESTA CRISTO REI;TER/                        ;Quinzenal ;29/04/2025;29/04/2025;01/10/2024;000251103000124;647165136117      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ELENA OLGA MARIA ANDREOLI RALL45    ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0303;PEDRO R                                           ;27.902;S. CHIESA e CIA LTDA                    ;VILA MACENO        ;099;A;BRAZILIAN CONVENIENC;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;007682780000146;647468538110      ;110;POSTOS DE GASOL;030;2 DIAS BOLETO S/;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOUTOR FERNANDO COSTA         1549  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;28.843;SAO PEDRO CONVENIENCIA LTDA             ;JARDIM EUROPA      ;099;A;POSTO SAO PEDRO     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;16/05/2023;008108051000143;647479380116      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  GOVERNADOR ADHEMAR PEREIRA DE 2270  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;31.671;BRAZILIAN CONVENIENCE JK EIRELI         ;JARDIM MOYSES MIGUE;099;A;BRAZILIAN CONV JK   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;034336945000109;124044899110      ;098;LOJA DE CONVENI;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PRESIDENTE JUSCELINO KUBITSCHE3441  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;32.261;JN SECONE RIBEIRO LTDA                  ;VILA ELVIRA        ;099;A;JN SECONE           ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;041408029000194;124213200111      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   REGENTE FEIJO                 1700  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0303;PEDRO R                                           ;32.974;EMPORIO DAMHA III LTDA                  ;RESIDENCIAL MARCIA ;099;A;EMP COND DAMHA 3    ;TER/                        ;Quinzenal ;22/04/2025;22/04/2025;08/10/2024;043583287000132;124264852117      ;098;LOJA DE CONVENI;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  CHAFI HOMSI                   SN    ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0303;PEDRO R                                           ;33.725;BRAZILIAN GOURMET RESTAURANTE JK LTDA   ;JARDIM MOYSES MIGUE;099;A;GOURMET BRAZILIAN JK;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;034488628000108;124048662115      ;098;LOJA DE CONVENI;030;2 DIAS BOLETO S/;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PRESIDENTE JUSCELINO KUBITSCHE3441  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
